,idx,mean,median,true,bias,std,RMSE,RMSE_all,MAE,MAE_all,MAPE,MAPE_all,rel_RMSE,rel_RMSE_all,q025,q975,covering,mean_ind_cover,method,estimand,TRUE,model,type,abs_bias,ci_length
88,282.0,0.58900005,0.588,0.76000005,-0.171,0.037,0.17400001,0.321,0.17,0.24900001,0.224,1266.8151,0.053000003,30542360.0,0.52000004,0.66400003,0.0,0.70000005,Linear_3S,dynamic,,Linear,3S,0.171,0.14399998999999997
89,282.0,1.95,1.9490001,2.5770001,-0.62700003,0.116000004,0.638,0.814,0.62700003,0.66700006,0.24300002,0.24200001,0.061000004,0.075,1.7270001,2.1780002,0.0,0.40600002,Linear_3S,stoch,,Linear,3S,0.62700003,0.4510001000000001
90,282.0,0.565,0.565,0.76000005,-0.19500001,0.041,0.19900002,0.43,0.194,0.29700002,0.256,1175.972,0.068,35823080.0,0.48600003,0.648,0.0,0.882,GP_3S,dynamic,,GP,3S,0.19500001,0.16199997
91,282.0,1.8490001,1.848,2.5770001,-0.72800004,0.124000005,0.73800004,1.001,0.72700006,0.781,0.282,0.28500003,0.082,0.109000005,1.6100001,2.094,0.0,0.67600006,GP_3S,stoch,,GP,3S,0.72800004,0.4839998999999999
92,282.0,0.77000004,0.77000004,0.76000005,0.010000001,0.034,0.036000002,0.22900002,0.028,0.186,0.037,2359.208,0.002,70075990.0,0.70400006,0.837,1.0,0.25,Linear_1S,dynamic,,Linear,1S,0.010000001,0.13299993999999993
93,282.0,0.757,0.757,0.76000005,-0.003,0.042000003,0.042000003,0.42600003,0.034,0.27,0.045,2722.1902,0.003,98094450.0,0.674,0.84000003,1.0,0.42000002,GP_1S,dynamic,,GP,1S,0.003,0.16600002999999997
94,282.0,2.5890002,2.588,2.5770001,0.012,0.119,0.120000005,0.39100003,0.096,0.30400002,0.037,0.124000005,0.002,0.027,2.358,2.8230002,1.0,0.492,Linear_1S,stoch,,Linear,1S,0.012,0.4650002
95,282.0,2.5570002,2.558,2.5770001,-0.020000001,0.15400001,0.155,0.87000006,0.124000005,0.499,0.048,0.18200001,0.004,0.067,2.2610002,2.8630002,1.0,0.61,GP_1S,stoch,,GP,1S,0.020000001,0.6020000000000003
96,337.0,0.777,0.777,0.74500006,0.032,0.021000002,0.039,0.065000005,0.033,0.046000004,0.045,0.085,0.003,0.010000001,0.73600006,0.81900007,1.0,0.208,Linear_oracle,dynamic,,Linear,Oracle,0.032,0.08300001000000001
97,337.0,0.74200004,0.74200004,0.74500006,-0.003,0.023000002,0.023000002,0.27400002,0.018000001,0.11100001,0.025,0.17600001,0.001,0.066,0.69600004,0.78700006,1.0,0.78200006,GP_oracle,dynamic,,GP,Oracle,0.003,0.09100001999999996
98,337.0,2.8200002,2.8200002,2.696,0.124000005,0.079,0.147,0.17,0.128,0.13100001,0.047000002,0.045,0.003,0.003,2.667,2.9740002,1.0,0.94000006,Linear_oracle,stoch,,Linear,Oracle,0.124000005,0.30700020000000006
99,337.0,2.707,2.707,2.696,0.011000001,0.082,0.083000004,0.499,0.066,0.24300002,0.024,0.07700001,0.001,0.013,2.5440001,2.8660002,1.0,0.71000004,GP_oracle,stoch,,GP,Oracle,0.011000001,0.32200010000000034
100,337.0,0.55,0.549,0.74500006,-0.19500001,0.05,0.202,0.36200002,0.19500001,0.273,0.26200002,1348.113,0.07300001,29686786.0,0.45200002,0.64900005,0.0,0.282,Linear_observed,dynamic,,Linear,Obs.,0.19500001,0.19700003000000005
101,337.0,0.32500002,0.324,0.74500006,-0.42000002,0.076000005,0.42700002,0.55600005,0.42000002,0.45900002,0.564,1174.8931,0.32900003,31047368.0,0.17300001,0.47400004,0.0,0.39000002,GP_observed,dynamic,,GP,Obs.,0.42000002,0.30100003
102,337.0,1.7930001,1.7910001,2.696,-0.90300006,0.15100001,0.915,1.166,0.90300006,0.94000006,0.335,0.31500003,0.115,0.125,1.496,2.092,0.0,0.18800001,Linear_observed,stoch,,Linear,Obs.,0.90300006,0.5960000000000001
103,337.0,2.026,2.0270002,2.696,-0.67,0.155,0.68700004,1.343,0.669,1.079,0.24800001,0.39800003,0.065000005,0.22000001,1.725,2.331,0.0,0.30800003,GP_observed,stoch,,GP,Obs.,0.67,0.6059999999999999
104,337.0,0.58500004,0.58400005,0.74500006,-0.16000001,0.037,0.164,0.33600003,0.16000001,0.25800002,0.21400002,1409.6051,0.048,40787200.0,0.51500005,0.661,0.0,0.77800006,Linear_3S,dynamic,,Linear,3S,0.16000001,0.14599995
105,337.0,2.174,2.1720002,2.696,-0.522,0.12900001,0.537,0.763,0.522,0.61200005,0.194,0.21400002,0.040000003,0.062000003,1.9250001,2.43,0.0,0.58000004,Linear_3S,stoch,,Linear,3S,0.522,0.5049999000000001
106,337.0,0.574,0.573,0.74500006,-0.171,0.040000003,0.17500001,0.43,0.171,0.303,0.22900002,1349.838,0.055000003,51459676.0,0.49800003,0.65500003,0.0,0.90800005,GP_3S,dynamic,,GP,3S,0.171,0.15699999999999997
107,337.0,2.035,2.0340002,2.696,-0.661,0.135,0.674,0.98300004,0.661,0.76000005,0.245,0.26700002,0.063,0.09900001,1.7720001,2.3000002,0.0,0.77000004,GP_3S,stoch,,GP,3S,0.661,0.5280000999999999
108,337.0,0.75500005,0.754,0.74500006,0.010000001,0.031000001,0.032,0.238,0.026,0.19500001,0.035,2361.152,0.002,68090480.0,0.694,0.81600004,1.0,0.192,Linear_1S,dynamic,,Linear,1S,0.010000001,0.12200004000000009
109,337.0,0.72,0.72,0.74500006,-0.025,0.032,0.041,0.39100003,0.033,0.25800002,0.044000003,2465.4111,0.003,82807120.0,0.657,0.78400004,1.0,0.36200002,GP_1S,dynamic,,GP,1S,0.025,0.12700003999999998
110,337.0,2.864,2.8630002,2.696,0.16800001,0.123,0.208,0.46,0.177,0.37300003,0.066,0.15400001,0.006,0.040000003,2.6230001,3.1100001,1.0,0.36200002,Linear_1S,stoch,,Linear,1S,0.16800001,0.4870000000000001
111,337.0,2.6720002,2.674,2.696,-0.024,0.15,0.15200001,0.84700006,0.12100001,0.522,0.045,0.186,0.003,0.063,2.3700001,2.9610002,1.0,0.546,GP_1S,stoch,,GP,1S,0.024,0.5910001
112,392.0,0.614,0.614,0.61600006,-0.002,0.017,0.017,0.055000003,0.013,0.027,0.022000002,0.041,0.001,0.003,0.582,0.647,1.0,1.0,Linear_oracle,dynamic,,Linear,Oracle,0.002,0.06500000000000006
113,392.0,0.60400003,0.60400003,0.61600006,-0.012,0.017,0.021000002,0.17600001,0.017,0.078,0.028,0.156,0.001,0.062000003,0.57100004,0.638,1.0,0.934,GP_oracle,dynamic,,GP,Oracle,0.012,0.06699995999999997
114,392.0,2.5700002,2.5700002,2.572,-0.002,0.071,0.071,0.083000004,0.056,0.062000003,0.022000002,0.024,0.001,0.001,2.4310002,2.709,1.0,1.0,Linear_oracle,stoch,,Linear,Oracle,0.002,0.2779997999999999
115,392.0,2.4940002,2.4940002,2.572,-0.078,0.074,0.108,0.29200003,0.089,0.17300001,0.035,0.072000004,0.002,0.011000001,2.3500001,2.638,1.0,0.77800006,GP_oracle,stoch,,GP,Oracle,0.078,0.2879999
116,392.0,0.45200002,0.45100003,0.61600006,-0.164,0.030000001,0.16700001,0.31800002,0.165,0.23,0.26700002,1757.051,0.074,33421938.0,0.39400002,0.51100004,0.0,0.208,Linear_observed,dynamic,,Linear,Obs.,0.164,0.11700001999999998
117,392.0,0.40500003,0.404,0.61600006,-0.21100001,0.059000004,0.22000001,0.48000002,0.21200001,0.35500002,0.344,2824.3252,0.127,117264670.0,0.289,0.521,0.0,0.42800003,GP_observed,dynamic,,GP,Obs.,0.21100001,0.23200000000000004
118,392.0,1.697,1.6940001,2.572,-0.87500006,0.106000006,0.882,1.097,0.87600005,0.90400004,0.34,0.323,0.11800001,0.12900001,1.4900001,1.9060001,0.0,0.11800001,Linear_observed,stoch,,Linear,Obs.,0.87500006,0.4159999999999999
119,392.0,1.695,1.6940001,2.572,-0.87700003,0.112,0.88500005,1.189,0.878,0.98800004,0.34100002,0.37100002,0.11800001,0.18100001,1.478,1.9150001,0.0,0.26200002,GP_observed,stoch,,GP,Obs.,0.87700003,0.4370001000000001
120,392.0,0.512,0.51100004,0.61600006,-0.104,0.030000001,0.109000005,0.291,0.105000004,0.216,0.17,2077.2512,0.031000001,58205170.0,0.455,0.573,0.0,0.84400004,Linear_3S,dynamic,,Linear,3S,0.104,0.11799999999999994
121,392.0,2.0830002,2.081,2.572,-0.48900002,0.109000005,0.50100005,0.711,0.48900002,0.57000005,0.19000001,0.21000001,0.038000003,0.060000002,1.8730001,2.3000002,0.0,0.606,Linear_3S,stoch,,Linear,3S,0.48900002,0.4270000999999999
122,392.0,0.485,0.48400003,0.61600006,-0.13100001,0.034,0.136,0.34800002,0.13100001,0.246,0.21300001,1639.5731,0.048,46837652.0,0.42000002,0.555,0.0,0.896,GP_3S,dynamic,,GP,3S,0.13100001,0.13499998000000007
123,392.0,1.9440001,1.9420002,2.572,-0.628,0.124000005,0.64100003,0.88400006,0.629,0.717,0.24400002,0.27100003,0.062000003,0.098000005,1.702,2.1910002,0.0,0.81000006,GP_3S,stoch,,GP,3S,0.628,0.4890002
124,392.0,0.64000005,0.63900006,0.61600006,0.024,0.024,0.034,0.21800001,0.027,0.17400001,0.045,3216.008,0.003,85573310.0,0.59300005,0.68700004,1.0,0.18,Linear_1S,dynamic,,Linear,1S,0.024,0.09399999000000003
125,392.0,0.634,0.634,0.61600006,0.018000001,0.032,0.036000002,0.261,0.029000001,0.194,0.047000002,3345.32,0.003,96283150.0,0.572,0.697,1.0,0.46,GP_1S,dynamic,,GP,1S,0.018000001,0.125
126,392.0,2.6250002,2.624,2.572,0.053000003,0.101,0.11400001,0.397,0.091000006,0.30900002,0.035,0.12900001,0.002,0.031000001,2.427,2.8230002,1.0,0.404,Linear_1S,stoch,,Linear,1S,0.053000003,0.3960002
127,392.0,2.5470002,2.548,2.572,-0.025,0.136,0.13800001,0.507,0.11000001,0.354,0.043,0.141,0.003,0.037,2.278,2.8040001,1.0,0.68600005,GP_1S,stoch,,GP,1S,0.025,0.5260001000000001
128,447.0,0.679,0.679,0.68200004,-0.003,0.018000001,0.019000001,0.037,0.015000001,0.019000001,0.022000002,0.029000001,0.001,0.002,0.643,0.71500003,1.0,1.0,Linear_oracle,dynamic,,Linear,Oracle,0.003,0.07200002999999999
129,447.0,0.674,0.675,0.68200004,-0.008,0.019000001,0.020000001,0.143,0.016,0.071,0.024,0.12200001,0.001,0.031000001,0.637,0.711,1.0,0.99000007,GP_oracle,dynamic,,GP,Oracle,0.008,0.07399999999999995
130,447.0,2.604,2.604,2.618,-0.014,0.069000006,0.07,0.07700001,0.056,0.057000004,0.021000002,0.021000002,0.001,0.001,2.469,2.7400002,1.0,1.0,Linear_oracle,stoch,,Linear,Oracle,0.014,0.2710002
131,447.0,2.5330002,2.5340002,2.618,-0.085,0.071,0.11000001,0.384,0.09200001,0.162,0.035,0.060000002,0.002,0.009000001,2.3930001,2.67,1.0,0.882,GP_oracle,stoch,,GP,Oracle,0.085,0.27699989999999985
132,447.0,0.48900002,0.48900002,0.68200004,-0.193,0.038000003,0.19700001,0.36400002,0.193,0.272,0.28300002,1636.488,0.083000004,36047310.0,0.41400003,0.563,0.0,0.21800001,Linear_observed,dynamic,,Linear,Obs.,0.193,0.14899996999999993
133,447.0,0.42100003,0.42000002,0.68200004,-0.261,0.065000005,0.26900002,0.42900002,0.261,0.326,0.38300002,1441.358,0.156,35734160.0,0.294,0.54800004,0.0,0.55600005,GP_observed,dynamic,,GP,Obs.,0.261,0.25400004000000004
134,447.0,1.838,1.8370001,2.618,-0.78000003,0.132,0.791,1.072,0.77900004,0.84200007,0.298,0.291,0.091000006,0.11000001,1.5790001,2.0970001,0.0,0.202,Linear_observed,stoch,,Linear,Obs.,0.78000003,0.5179999999999998
135,447.0,1.8770001,1.8750001,2.618,-0.74100006,0.163,0.75900006,1.225,0.74100006,0.901,0.28300002,0.317,0.08400001,0.14500001,1.5610001,2.2010002,0.0,0.41200003,GP_observed,stoch,,GP,Obs.,0.74100006,0.6400001000000002
136,447.0,0.52000004,0.51900005,0.68200004,-0.162,0.036000002,0.16600001,0.34500003,0.162,0.26000002,0.238,1807.5901,0.059000004,48311290.0,0.453,0.59300005,0.0,0.72400004,Linear_3S,dynamic,,Linear,3S,0.162,0.14000005
137,447.0,2.089,2.0870001,2.618,-0.52900004,0.128,0.544,0.804,0.528,0.63000005,0.202,0.223,0.043,0.068,1.8440001,2.3430002,0.0,0.56200004,Linear_3S,stoch,,Linear,3S,0.52900004,0.49900010000000017
138,447.0,0.521,0.52000004,0.68200004,-0.16100001,0.049000002,0.16800001,0.476,0.16100001,0.323,0.23600002,1768.6951,0.061000004,69745160.0,0.42800003,0.619,0.0,0.90400004,GP_3S,dynamic,,GP,3S,0.16100001,0.19099997000000002
139,447.0,1.9980001,1.996,2.618,-0.62,0.14600001,0.637,1.0370001,0.62,0.78700006,0.23700002,0.287,0.059000004,0.117000006,1.715,2.2870002,0.0,0.92600006,GP_3S,stoch,,GP,3S,0.62,0.5720002
140,447.0,0.689,0.689,0.68200004,0.007,0.032,0.033,0.264,0.026,0.209,0.039,3214.902,0.002,102265190.0,0.62600005,0.753,1.0,0.21400002,Linear_1S,dynamic,,Linear,1S,0.007,0.12699994999999997
141,447.0,0.679,0.68,0.68200004,-0.003,0.043,0.044000003,0.395,0.034,0.26700002,0.05,3276.539,0.004,114310070.0,0.58900005,0.76100004,1.0,0.49600002,GP_1S,dynamic,,GP,1S,0.003,0.17199999
142,447.0,2.776,2.7730002,2.618,0.158,0.13100001,0.20500001,0.505,0.172,0.4,0.066,0.17,0.006,0.05,2.5210001,3.0340002,1.0,0.39800003,Linear_1S,stoch,,Linear,1S,0.158,0.5130000999999997
143,447.0,2.6190002,2.618,2.618,0.001,0.15900001,0.15900001,0.72800004,0.126,0.47300002,0.048,0.18100001,0.004,0.058000002,2.3030002,2.93,1.0,0.634,GP_1S,stoch,,GP,1S,0.001,0.6269998000000001
144,502.0,0.88400006,0.88400006,0.915,-0.031000001,0.027,0.041,0.085,0.034,0.044000003,0.037,0.038000003,0.002,0.002,0.83300006,0.93700004,1.0,0.87600005,Linear_oracle,dynamic,,Linear,Oracle,0.031000001,0.10399997999999999
145,502.0,0.84400004,0.845,0.915,-0.071,0.030000001,0.07700001,0.23400001,0.071,0.109000005,0.078,0.128,0.007,0.034,0.78300005,0.90200007,0.0,0.95000005,GP_oracle,dynamic,,GP,Oracle,0.071,0.1190000200000001
146,502.0,2.4580002,2.457,2.5530002,-0.095000006,0.07,0.11800001,0.123,0.101,0.10300001,0.039,0.041,0.002,0.002,2.322,2.594,1.0,0.86200005,Linear_oracle,stoch,,Linear,Oracle,0.095000006,0.2719999999999998
147,502.0,2.358,2.3590002,2.5530002,-0.19500001,0.076000005,0.209,0.372,0.19500001,0.209,0.076000005,0.07700001,0.007,0.010000001,2.209,2.505,0.0,0.726,GP_oracle,stoch,,GP,Oracle,0.19500001,0.2959999999999998
148,502.0,0.541,0.54,0.915,-0.374,0.044000003,0.377,0.531,0.374,0.411,0.409,952.09503,0.16900001,18825002.0,0.455,0.62600005,0.0,0.18800001,Linear_observed,dynamic,,Linear,Obs.,0.374,0.17100005000000001
149,502.0,0.40800002,0.40800002,0.915,-0.507,0.094000004,0.51500005,0.67800003,0.507,0.54200006,0.554,967.861,0.317,25610000.0,0.223,0.59300005,0.0,0.39400002,GP_observed,dynamic,,GP,Obs.,0.507,0.37000005
150,502.0,1.6470001,1.6450001,2.5530002,-0.906,0.120000005,0.91400003,1.13,0.906,0.929,0.35500002,0.333,0.128,0.134,1.4120001,1.8820001,0.0,0.13000001,Linear_observed,stoch,,Linear,Obs.,0.906,0.47
151,502.0,1.8390001,1.838,2.5530002,-0.71400005,0.14400001,0.72800004,1.3060001,0.71400005,1.006,0.28,0.37800002,0.081,0.19800001,1.5610001,2.1200001,0.0,0.282,GP_observed,stoch,,GP,Obs.,0.71400005,0.5589999999999999
152,502.0,0.66700006,0.666,0.915,-0.24800001,0.049000002,0.25300002,0.453,0.24800001,0.351,0.27100003,1566.7941,0.076000005,54714080.0,0.57600003,0.76600003,0.0,0.656,Linear_3S,dynamic,,Linear,3S,0.24800001,0.19000000000000006
153,502.0,2.0110002,2.01,2.5530002,-0.54200006,0.12200001,0.55600005,0.77000004,0.54200006,0.61700004,0.21200001,0.22500001,0.047000002,0.068,1.7760001,2.252,0.0,0.55600005,Linear_3S,stoch,,Linear,3S,0.54200006,0.4759998999999997
154,502.0,0.619,0.61800003,0.915,-0.296,0.055000003,0.30200002,0.58900005,0.296,0.42800003,0.324,1230.764,0.109000005,57008732.0,0.513,0.731,0.0,0.86800003,GP_3S,dynamic,,GP,3S,0.296,0.21799999999999997
155,502.0,1.8460001,1.845,2.5530002,-0.707,0.13000001,0.71900004,1.021,0.707,0.79800004,0.277,0.29700002,0.079,0.11800001,1.593,2.105,0.0,0.8,GP_3S,stoch,,GP,3S,0.707,0.512
156,502.0,0.9250001,0.9250001,0.915,0.010000001,0.042000003,0.043,0.321,0.035,0.26000002,0.038000003,2875.2092,0.002,124919910.0,0.84300005,1.008,1.0,0.216,Linear_1S,dynamic,,Linear,1S,0.010000001,0.16499995
157,502.0,0.86100006,0.86200005,0.915,-0.054,0.056,0.078,0.43500003,0.064,0.30800003,0.07,2535.215,0.007,108472970.0,0.75100005,0.97200006,1.0,0.47200003,GP_1S,dynamic,,GP,1S,0.054,0.22100001000000002
158,502.0,2.723,2.723,2.5530002,0.17,0.11800001,0.20700002,0.448,0.178,0.35500002,0.07,0.155,0.007,0.044000003,2.4940002,2.956,1.0,0.384,Linear_1S,stoch,,Linear,1S,0.17,0.46199980000000007
159,502.0,2.489,2.489,2.5530002,-0.064,0.16000001,0.172,0.675,0.13700001,0.418,0.054,0.15900001,0.0050000004,0.046000004,2.1780002,2.8040001,1.0,0.666,GP_1S,stoch,,GP,1S,0.064,0.6259999
0,8.0,0.648,0.648,0.63500005,0.013,0.017,0.022000002,0.047000002,0.017,0.022000002,0.027,0.032,0.001,0.002,0.614,0.68200004,1.0,1.0,Linear_oracle,dynamic,,Linear,Oracle,0.013,0.06800004000000004
1,8.0,0.642,0.642,0.63500005,0.007,0.018000001,0.019000001,0.171,0.015000001,0.064,0.024,0.109000005,0.001,0.031000001,0.60700005,0.67800003,1.0,0.998,GP_oracle,dynamic,,GP,Oracle,0.007,0.07099997999999996
2,8.0,2.44,2.44,2.3930001,0.047000002,0.067,0.082,0.08800001,0.066,0.068,0.028,0.028,0.001,0.001,2.309,2.571,1.0,1.0,Linear_oracle,stoch,,Linear,Oracle,0.047000002,0.262
3,8.0,2.4050002,2.4050002,2.3930001,0.012,0.072000004,0.07300001,0.351,0.058000002,0.141,0.024,0.051000003,0.001,0.007,2.2670002,2.5470002,1.0,0.98800004,GP_oracle,stoch,,GP,Oracle,0.012,0.2799999999999998
4,8.0,0.51100004,0.51000005,0.63500005,-0.124000005,0.035,0.13000001,0.31,0.125,0.21800001,0.19600001,1908.4961,0.042000003,34291020.0,0.44200003,0.57900006,0.0,0.24400002,Linear_observed,dynamic,,Linear,Obs.,0.124000005,0.13700003000000005
5,8.0,0.526,0.527,0.63500005,-0.109000005,0.065000005,0.127,0.374,0.112,0.266,0.17600001,2916.977,0.040000003,109458500.0,0.39600003,0.65500003,1.0,0.634,GP_observed,dynamic,,GP,Obs.,0.109000005,0.25899999999999995
6,8.0,1.7500001,1.748,2.3930001,-0.643,0.112,0.65300006,0.90700006,0.643,0.70100003,0.26900002,0.26500002,0.074,0.09200001,1.529,1.968,0.0,0.208,Linear_observed,stoch,,Linear,Obs.,0.643,0.43900000000000006
7,8.0,1.7810001,1.7810001,2.3930001,-0.61200005,0.12900001,0.625,0.994,0.61200005,0.771,0.256,0.30200002,0.068,0.123,1.531,2.0370002,0.0,0.36,GP_observed,stoch,,GP,Obs.,0.61200005,0.5060002000000001
8,8.0,0.535,0.53400004,0.63500005,-0.1,0.032,0.105000004,0.28,0.1,0.20700002,0.157,2172.3582,0.027,47880880.0,0.476,0.60200006,0.0,0.78400004,Linear_3S,dynamic,,Linear,3S,0.1,0.12600005999999997
9,8.0,2.0540001,2.0530002,2.3930001,-0.33900002,0.113000005,0.35700002,0.60300004,0.33900002,0.47000003,0.142,0.186,0.022000002,0.049000002,1.8360001,2.2800002,0.0,0.674,Linear_3S,stoch,,Linear,3S,0.33900002,0.4440001
10,8.0,0.513,0.512,0.63500005,-0.12200001,0.041,0.12900001,0.40300003,0.12200001,0.25500003,0.193,1836.9631,0.041,52779330.0,0.43500003,0.59800005,0.0,0.91,GP_3S,dynamic,,GP,3S,0.12200001,0.16300002000000002
11,8.0,1.8850001,1.8830001,2.3930001,-0.508,0.136,0.526,0.85800004,0.508,0.652,0.21200001,0.26000002,0.048,0.095000006,1.6220001,2.157,0.0,0.92,GP_3S,stoch,,GP,3S,0.508,0.5349999000000001
12,8.0,0.669,0.669,0.63500005,0.034,0.027,0.043,0.22100002,0.036000002,0.17600001,0.057000004,3684.121,0.0050000004,91326050.0,0.615,0.72200006,1.0,0.194,Linear_1S,dynamic,,Linear,1S,0.034,0.10700006000000006
13,8.0,0.66300005,0.66300005,0.63500005,0.028,0.038000003,0.047000002,0.34300002,0.038000003,0.21900001,0.060000002,3856.1863,0.0050000004,105587060.0,0.587,0.73700005,1.0,0.48200002,GP_1S,dynamic,,GP,1S,0.028,0.15000005000000005
14,8.0,2.631,2.631,2.3930001,0.238,0.113000005,0.264,0.45200002,0.23900001,0.36100003,0.1,0.172,0.012,0.053000003,2.4060001,2.854,0.0,0.386,Linear_1S,stoch,,Linear,1S,0.238,0.4479999000000001
15,8.0,2.5470002,2.546,2.3930001,0.15400001,0.164,0.22500001,0.68200004,0.18400002,0.44700003,0.07700001,0.19100001,0.009000001,0.066,2.2280002,2.8720002,1.0,0.648,GP_1S,stoch,,GP,1S,0.15400001,0.6440000000000001
16,63.0,0.744,0.744,0.777,-0.033,0.021000002,0.039,0.083000004,0.034,0.040000003,0.044000003,0.039,0.003,0.003,0.702,0.786,1.0,0.88000005,Linear_oracle,dynamic,,Linear,Oracle,0.033,0.08400000000000007
17,63.0,0.73200005,0.73200005,0.777,-0.045,0.023000002,0.051000003,0.19500001,0.045,0.089,0.059000004,0.12200001,0.004,0.040000003,0.688,0.77800006,1.0,0.97200006,GP_oracle,dynamic,,GP,Oracle,0.045,0.09000006000000005
18,63.0,2.549,2.548,2.661,-0.112,0.074,0.134,0.13900001,0.116000004,0.117000006,0.044000003,0.045,0.003,0.003,2.4020002,2.6920002,1.0,0.88000005,Linear_oracle,stoch,,Linear,Oracle,0.112,0.29000000000000004
19,63.0,2.4770002,2.476,2.661,-0.18400002,0.081,0.201,0.333,0.185,0.20700002,0.069000006,0.079,0.006,0.011000001,2.318,2.641,0.0,0.67,GP_oracle,stoch,,GP,Oracle,0.18400002,0.32299999999999995
20,63.0,0.61,0.609,0.777,-0.16700001,0.053000003,0.17600001,0.365,0.16800001,0.27400002,0.216,2158.615,0.051000003,64006212.0,0.505,0.71400005,0.0,0.294,Linear_observed,dynamic,,Linear,Obs.,0.16700001,0.20900005
21,63.0,0.43100002,0.43100002,0.777,-0.34600002,0.072000004,0.35300002,0.55600005,0.34600002,0.448,0.44500002,1649.3861,0.20700002,50958884.0,0.293,0.572,0.0,0.39800003,GP_observed,dynamic,,GP,Obs.,0.34600002,0.27899999999999997
22,63.0,1.825,1.8230001,2.661,-0.836,0.13800001,0.84700006,1.087,0.836,0.87700003,0.314,0.3,0.101,0.11400001,1.549,2.0990002,0.0,0.19800001,Linear_observed,stoch,,Linear,Obs.,0.836,0.5500001999999999
23,63.0,1.7950001,1.7960001,2.661,-0.86600006,0.14400001,0.878,1.2600001,0.86600006,1.016,0.32500002,0.36600003,0.109000005,0.18200001,1.5180001,2.0800002,0.0,0.30200002,GP_observed,stoch,,GP,Obs.,0.86600006,0.5620001000000001
24,63.0,0.64400005,0.643,0.777,-0.133,0.043,0.14,0.347,0.134,0.266,0.172,2217.943,0.033,77095160.0,0.563,0.73,0.0,0.79,Linear_3S,dynamic,,Linear,3S,0.133,0.16700000000000004
25,63.0,2.084,2.0830002,2.661,-0.577,0.119,0.588,0.79800004,0.57600003,0.64900005,0.21700001,0.22900002,0.049000002,0.069000006,1.8560001,2.319,0.0,0.48400003,Linear_3S,stoch,,Linear,3S,0.577,0.4629999
26,63.0,0.63600004,0.63500005,0.777,-0.141,0.049000002,0.149,0.44700003,0.141,0.31800002,0.18100001,2090.499,0.037,94061416.0,0.544,0.73600006,0.0,0.934,GP_3S,dynamic,,GP,3S,0.141,0.19200005999999992
27,63.0,1.9080001,1.9080001,2.661,-0.753,0.135,0.76500005,0.984,0.75200003,0.822,0.28300002,0.3,0.083000004,0.117000006,1.6430001,2.1750002,0.0,0.67200005,GP_3S,stoch,,GP,3S,0.753,0.5320000999999999
28,63.0,0.851,0.851,0.777,0.074,0.036000002,0.082,0.277,0.074,0.22800002,0.095000006,3756.9402,0.011000001,158211060.0,0.78000003,0.92100006,0.0,0.21400002,Linear_1S,dynamic,,Linear,1S,0.074,0.14100003000000005
29,63.0,0.84200007,0.84200007,0.777,0.065000005,0.043,0.078,0.35900003,0.068,0.27100003,0.087000005,3816.443,0.010000001,175850780.0,0.76000005,0.929,1.0,0.462,GP_1S,dynamic,,GP,1S,0.065000005,0.16899995
30,63.0,2.73,2.73,2.661,0.069000006,0.113000005,0.133,0.425,0.10700001,0.337,0.040000003,0.13900001,0.002,0.035,2.509,2.9520001,1.0,0.40600002,Linear_1S,stoch,,Linear,1S,0.069000006,0.4430000999999999
31,63.0,2.5500002,2.551,2.661,-0.11100001,0.16900001,0.20300001,0.57500005,0.163,0.42000002,0.061000004,0.16000001,0.006,0.043,2.219,2.884,1.0,0.684,GP_1S,stoch,,GP,1S,0.11100001,0.665
32,118.0,0.674,0.674,0.694,-0.020000001,0.019000001,0.027,0.046000004,0.023000002,0.026,0.033,0.039,0.002,0.003,0.638,0.711,1.0,1.0,Linear_oracle,dynamic,,Linear,Oracle,0.020000001,0.07299999999999995
33,118.0,0.66,0.66,0.694,-0.034,0.020000001,0.040000003,0.19600001,0.035,0.079,0.05,0.120000005,0.003,0.036000002,0.62100005,0.70100003,1.0,0.998,GP_oracle,dynamic,,GP,Oracle,0.034,0.07999997999999997
34,118.0,2.71,2.71,2.7910001,-0.081,0.07700001,0.112,0.120000005,0.093,0.094000004,0.033,0.033,0.002,0.002,2.558,2.8630002,1.0,1.0,Linear_oracle,stoch,,Linear,Oracle,0.081,0.3050002000000003
35,118.0,2.6790001,2.6780002,2.7910001,-0.112,0.081,0.13800001,0.33200002,0.11800001,0.15300001,0.042000003,0.05,0.002,0.006,2.523,2.838,1.0,0.994,GP_oracle,stoch,,GP,Oracle,0.112,0.31499999999999995
36,118.0,0.49100003,0.49100003,0.694,-0.20300001,0.040000003,0.20700002,0.36900002,0.20300001,0.28,0.293,1787.8251,0.089,34230788.0,0.41300002,0.57000005,0.0,0.22600001,Linear_observed,dynamic,,Linear,Obs.,0.20300001,0.15700002999999996
37,118.0,0.43800002,0.43800002,0.694,-0.256,0.069000006,0.266,0.48200002,0.257,0.37300003,0.37,2324.5022,0.14600001,77415730.0,0.305,0.574,0.0,0.50600004,GP_observed,dynamic,,GP,Obs.,0.256,0.26899999999999996
38,118.0,1.82,1.8180001,2.7910001,-0.9710001,0.13900001,0.98100007,1.24,0.9710001,1.0070001,0.34800002,0.32700002,0.124000005,0.134,1.5430001,2.0970001,0.0,0.16000001,Linear_observed,stoch,,Linear,Obs.,0.9710001,0.5539999999999998
